Customer ID,Age,Gender,Category,Purchase Amount (USD),Payment Method,Review Rating,Discount Applied,Month,Location,Purchase History
2875,20,Female,Electronics,413.06,Credit Card,2.6,Yes,October,Delhi,New
2876,21,Male,Sports,955.26,Credit Card,4.6,Yes,March,Bengaluru,Returning
2877,49,Female,Sports,972.01,Cash on Delivery,3.3,No,September,Mumbai,New
2878,54,Female,Electronics,1120.14,UPI,4.7,No,June,Chennai,New
2879,44,Male,Books,1228.03,Credit Card,3.6,No,July,Kolkata,Frequent
2880,21,Male,Sports,202.49,Credit Card,2.8,Yes,October,Chennai,Returning
2881,57,Female,Clothing,427.96,UPI,2.4,No,February,Delhi,Frequent
2882,43,Male,Books,904.56,PayPal,2.9,Yes,December,Hyderabad,Frequent
2883,51,Male,Grocery,1325.1,PayPal,1.6,Yes,June,Mumbai,Returning
2884,25,Female,Toys,1455.14,Cash on Delivery,2.4,No,September,Vijayawada,Frequent
2885,18,Female,Home,1465.81,UPI,4.4,No,April,Mumbai,Frequent
2886,38,Female,Beauty,738.35,Credit Card,2.5,No,January,Mumbai,Returning
2887,43,Female,Clothing,1885.65,Debit Card,1.7,No,July,Delhi,New
2888,56,Male,Clothing,427.99,Credit Card,2.4,No,October,Mumbai,New
2889,43,Female,Toys,1398.97,Debit Card,3.8,No,December,Bengaluru,Frequent
2890,45,Male,Sports,721.62,PayPal,4.8,No,April,Bengaluru,Returning
2891,53,Male,Books,728.45,Cash on Delivery,3.0,No,April,Hyderabad,Returning
2892,28,Female,Sports,982.11,UPI,4.4,No,July,Hyderabad,New
2893,23,Male,Home,1054.35,Credit Card,3.4,Yes,May,Delhi,Returning
2894,35,Male,Clothing,1626.39,PayPal,3.8,Yes,February,Pune,New
2895,20,Male,Electronics,1195.96,Cash on Delivery,4.4,No,August,Mumbai,New
2896,26,Female,Sports,1543.83,PayPal,1.9,Yes,July,Pune,Returning
2897,44,Female,Grocery,302.45,UPI,3.9,No,October,Kolkata,New
2898,34,Male,Grocery,1800.74,PayPal,4.1,Yes,April,Vijayawada,New
2899,60,Female,Clothing,1550.97,UPI,1.6,Yes,March,Mumbai,Frequent
2900,27,Male,Grocery,1531.86,PayPal,3.1,No,October,Chennai,New
2901,34,Male,Grocery,1524.11,Debit Card,1.5,Yes,May,Vijayawada,New
2902,35,Female,Grocery,1113.22,Credit Card,1.5,Yes,March,Chennai,New
2903,51,Female,Books,1982.96,Debit Card,4.2,No,August,Mumbai,New
2904,39,Female,Home,1167.99,PayPal,2.1,No,February,Chennai,New
2905,53,Female,Grocery,570.55,Credit Card,3.2,Yes,December,Mumbai,Frequent
2906,45,Male,Sports,593.26,Cash on Delivery,2.6,No,May,Chennai,Frequent
2907,28,Male,Home,53.75,Debit Card,3.8,Yes,January,Hyderabad,New
2908,41,Male,Grocery,1743.47,Debit Card,2.3,No,February,Mumbai,Returning
2909,33,Male,Home,1735.62,Debit Card,3.6,Yes,June,Vijayawada,New
2910,23,Female,Clothing,549.13,Credit Card,3.9,No,August,Vijayawada,New
2911,44,Male,Clothing,1130.73,Credit Card,4.3,No,November,Hyderabad,Frequent
2912,34,Male,Beauty,1338.3,Cash on Delivery,4.5,No,July,Bengaluru,Frequent
2913,38,Female,Toys,1196.16,UPI,2.5,Yes,August,Delhi,Returning
2914,58,Male,Toys,1984.51,UPI,4.5,No,July,Pune,Frequent
2915,38,Female,Grocery,550.0,PayPal,4.2,Yes,May,Kolkata,Returning
2916,59,Female,Books,1803.49,Debit Card,1.8,Yes,February,Bengaluru,Frequent
2917,39,Male,Toys,1638.45,Cash on Delivery,4.8,No,July,Bengaluru,New
2918,40,Female,Grocery,1941.72,UPI,3.7,Yes,September,Hyderabad,Returning
2919,43,Male,Toys,1083.32,UPI,3.0,Yes,January,Delhi,Frequent
2920,42,Male,Toys,1251.92,PayPal,4.7,No,April,Delhi,Frequent
2921,42,Female,Beauty,1733.68,UPI,1.6,No,August,Bengaluru,Returning
2922,36,Female,Electronics,1787.55,PayPal,1.4,No,April,Kolkata,New
2923,47,Male,Clothing,302.17,Credit Card,2.0,No,October,Mumbai,Frequent
2924,45,Male,Electronics,1295.45,Credit Card,4.5,No,September,Pune,Frequent
2925,36,Male,Grocery,1601.86,UPI,2.7,No,April,Mumbai,New
2926,48,Male,Toys,1973.56,Credit Card,2.9,Yes,September,Delhi,Frequent
2927,55,Male,Clothing,414.47,PayPal,4.9,Yes,September,Pune,New
2928,53,Male,Home,1940.63,UPI,3.8,No,February,Kolkata,New
2929,46,Female,Beauty,1141.49,PayPal,3.8,No,September,Bengaluru,Frequent
2930,29,Male,Beauty,1638.95,Credit Card,1.9,Yes,February,Mumbai,New
2931,31,Female,Electronics,765.34,Cash on Delivery,1.9,No,February,Delhi,New
2932,55,Female,Clothing,995.44,Debit Card,2.1,Yes,February,Hyderabad,New
2933,54,Male,Clothing,1830.28,Debit Card,2.5,Yes,February,Delhi,Frequent
2934,22,Female,Electronics,1285.65,Debit Card,4.6,Yes,February,Vijayawada,New
2935,19,Male,Toys,1526.29,Cash on Delivery,1.7,No,January,Kolkata,Frequent
2936,55,Female,Books,1482.17,Cash on Delivery,2.4,No,February,Kolkata,Returning
2937,36,Female,Sports,437.18,Debit Card,2.8,No,September,Kolkata,New
2938,52,Female,Clothing,1003.65,Debit Card,1.8,Yes,March,Chennai,New
2939,30,Female,Clothing,1103.54,PayPal,4.5,Yes,May,Bengaluru,New
2940,47,Male,Toys,1816.04,Credit Card,4.9,Yes,February,Mumbai,New
2941,51,Female,Books,1168.44,UPI,3.5,No,January,Mumbai,Frequent
2942,45,Female,Home,1850.11,Debit Card,4.4,Yes,March,Delhi,Frequent
2943,47,Female,Grocery,1199.29,PayPal,3.9,No,July,Bengaluru,Returning
2944,44,Female,Toys,220.71,PayPal,1.7,Yes,July,Hyderabad,Frequent
2945,39,Female,Home,66.35,Debit Card,1.3,No,April,Vijayawada,Returning
2946,31,Female,Toys,1381.02,Cash on Delivery,3.8,Yes,April,Mumbai,Frequent
2947,33,Male,Beauty,1881.26,UPI,3.7,Yes,June,Mumbai,Returning
2948,24,Male,Beauty,1251.49,UPI,1.7,Yes,November,Bengaluru,Returning
2949,42,Male,Clothing,758.05,Cash on Delivery,3.9,Yes,July,Vijayawada,New
2950,23,Male,Beauty,806.89,Cash on Delivery,2.1,No,July,Pune,Frequent
2951,21,Female,Grocery,694.22,Cash on Delivery,3.8,Yes,February,Pune,Returning
2952,25,Female,Home,908.65,Debit Card,3.1,No,March,Vijayawada,Returning
2953,43,Female,Toys,176.24,Cash on Delivery,2.3,Yes,November,Vijayawada,New
2954,34,Male,Books,1801.92,Debit Card,1.1,No,September,Pune,Returning
2955,60,Male,Beauty,556.89,Credit Card,3.8,Yes,March,Chennai,Returning
2956,40,Male,Toys,1845.34,Debit Card,2.8,No,September,Delhi,Frequent
2957,33,Male,Beauty,1503.92,PayPal,2.6,No,April,Pune,Returning
2958,45,Male,Sports,876.34,UPI,3.8,No,January,Mumbai,New
2959,49,Female,Clothing,1611.89,PayPal,1.7,No,March,Mumbai,Returning
2960,25,Female,Clothing,1046.98,Credit Card,3.4,Yes,May,Delhi,Frequent
2961,22,Female,Books,280.38,Cash on Delivery,2.0,No,April,Mumbai,New
2962,27,Male,Grocery,331.57,PayPal,2.8,Yes,June,Kolkata,Frequent
2963,55,Male,Electronics,856.26,Credit Card,4.5,No,October,Vijayawada,Frequent
2964,48,Male,Books,575.13,Debit Card,1.5,No,January,Hyderabad,New
2965,37,Male,Toys,567.69,UPI,1.8,No,September,Hyderabad,Returning
2966,47,Male,Clothing,27.51,UPI,2.4,No,July,Chennai,Frequent
2967,19,Male,Electronics,1061.75,UPI,1.7,No,July,Mumbai,Returning
2968,39,Female,Toys,1912.43,PayPal,1.7,Yes,January,Bengaluru,New
2969,36,Male,Grocery,731.69,Credit Card,3.2,No,April,Pune,New
2970,49,Female,Beauty,1132.75,UPI,3.6,No,June,Bengaluru,Frequent
2971,54,Female,Grocery,1870.24,UPI,4.9,Yes,February,Kolkata,New
2972,55,Male,Books,451.64,PayPal,1.4,No,April,Kolkata,Frequent
2973,29,Female,Books,538.0,Cash on Delivery,3.1,No,June,Vijayawada,Frequent
2974,29,Female,Electronics,1647.39,Debit Card,2.8,Yes,September,Delhi,Returning
2975,24,Male,Toys,1154.8,Debit Card,1.4,Yes,June,Vijayawada,Returning
2976,51,Female,Sports,942.79,PayPal,1.2,Yes,October,Hyderabad,Returning
2977,31,Female,Beauty,1257.38,Debit Card,1.2,Yes,April,Bengaluru,Returning
2978,37,Male,Sports,151.05,Cash on Delivery,2.2,Yes,January,Hyderabad,Returning
2979,54,Female,Clothing,265.33,Credit Card,1.8,Yes,March,Mumbai,Returning
2980,32,Female,Sports,787.18,Cash on Delivery,4.6,No,April,Vijayawada,Frequent
2981,45,Female,Home,1856.88,Debit Card,4.4,Yes,December,Bengaluru,Returning
2982,34,Female,Home,164.54,PayPal,4.2,Yes,October,Bengaluru,New
2983,22,Female,Beauty,776.65,Debit Card,2.9,Yes,January,Mumbai,New
2984,35,Female,Clothing,1079.76,Cash on Delivery,4.0,Yes,August,Pune,Frequent
2985,54,Female,Clothing,542.81,Cash on Delivery,2.5,No,June,Bengaluru,New
2986,32,Male,Beauty,632.46,Debit Card,2.9,Yes,November,Pune,Frequent
2987,39,Male,Toys,1565.28,Cash on Delivery,4.6,Yes,June,Chennai,New
2988,40,Female,Electronics,1540.81,UPI,1.3,No,July,Chennai,New
2989,18,Female,Sports,324.98,Credit Card,2.5,No,February,Hyderabad,New
2990,27,Female,Home,658.88,UPI,4.8,Yes,August,Kolkata,Frequent
2991,42,Male,Books,210.51,UPI,3.3,No,August,Mumbai,Frequent
2992,35,Female,Grocery,1542.6,Credit Card,4.8,No,December,Pune,Returning
2993,26,Female,Electronics,1226.26,Cash on Delivery,4.1,Yes,July,Mumbai,Frequent
2994,47,Male,Books,240.25,Cash on Delivery,4.4,No,November,Chennai,Returning
2995,53,Male,Clothing,905.93,Cash on Delivery,2.8,No,November,Bengaluru,Returning
2996,47,Female,Clothing,1382.29,PayPal,3.3,Yes,March,Pune,Frequent
2997,31,Female,Beauty,301.08,PayPal,4.3,No,June,Bengaluru,Returning
2998,40,Male,Electronics,1317.86,Cash on Delivery,4.5,No,January,Pune,Frequent
2999,26,Male,Grocery,423.08,Cash on Delivery,1.6,No,November,Pune,Returning
3000,60,Male,Grocery,1705.03,PayPal,2.7,Yes,May,Bengaluru,New
3001,49,Female,Books,1755.17,UPI,1.5,Yes,January,Chennai,Returning
3002,30,Female,Electronics,489.59,Cash on Delivery,1.5,Yes,December,Chennai,Frequent
3003,20,Female,Books,401.02,PayPal,1.9,No,June,Hyderabad,Returning
3004,19,Male,Toys,1559.2,Debit Card,4.6,No,May,Hyderabad,Returning
3005,60,Female,Beauty,694.77,Debit Card,3.2,Yes,July,Bengaluru,Returning
3006,41,Male,Clothing,1207.68,PayPal,4.9,Yes,August,Mumbai,New
3007,33,Male,Clothing,1490.93,Cash on Delivery,2.6,Yes,December,Hyderabad,Returning
3008,34,Female,Grocery,1121.54,Debit Card,2.4,Yes,January,Chennai,New
3009,31,Male,Electronics,1458.96,Cash on Delivery,1.5,Yes,April,Kolkata,Returning
3010,42,Female,Toys,687.91,Credit Card,3.7,Yes,July,Chennai,Returning
3011,27,Male,Clothing,624.68,UPI,1.6,Yes,February,Delhi,Returning
3012,41,Male,Clothing,31.25,Credit Card,2.5,No,July,Vijayawada,New
3013,51,Male,Sports,619.43,PayPal,3.3,No,February,Mumbai,New
3014,46,Male,Home,620.06,Credit Card,3.9,No,May,Chennai,Frequent
3015,19,Male,Electronics,650.8,Credit Card,4.6,Yes,September,Bengaluru,Frequent
3016,31,Male,Beauty,1244.11,Debit Card,1.9,Yes,June,Delhi,Returning
3017,31,Male,Sports,1642.19,Debit Card,1.3,Yes,July,Bengaluru,New
3018,18,Female,Clothing,927.34,UPI,4.1,No,August,Kolkata,New
3019,38,Female,Toys,488.44,PayPal,2.4,Yes,September,Chennai,Returning
3020,40,Male,Clothing,1335.02,Debit Card,4.4,No,June,Vijayawada,New
3021,22,Male,Home,1801.88,Credit Card,2.0,Yes,September,Delhi,Frequent
3022,35,Male,Home,1524.1,UPI,1.6,Yes,March,Chennai,Returning
3023,44,Male,Books,595.09,UPI,3.3,Yes,May,Kolkata,Frequent
3024,37,Female,Grocery,1889.81,UPI,3.0,Yes,March,Mumbai,Returning
3025,46,Female,Home,1193.81,Debit Card,4.2,No,October,Pune,Returning
3026,23,Female,Beauty,55.23,PayPal,3.6,Yes,December,Chennai,Frequent
3027,48,Female,Beauty,1000.53,UPI,3.0,Yes,December,Pune,Returning
3028,40,Female,Beauty,661.54,PayPal,4.1,Yes,May,Vijayawada,Frequent
3029,38,Male,Beauty,1086.38,Debit Card,1.1,No,December,Bengaluru,Frequent
3030,56,Female,Sports,170.88,Debit Card,4.8,No,May,Pune,Returning
3031,23,Female,Sports,706.52,Credit Card,4.7,Yes,June,Hyderabad,Frequent
3032,31,Female,Electronics,522.72,UPI,3.3,No,September,Delhi,Frequent
3033,23,Female,Sports,680.41,Cash on Delivery,2.1,No,February,Bengaluru,New
3034,40,Female,Books,1404.13,Debit Card,4.5,No,November,Kolkata,Frequent
3035,22,Female,Toys,966.04,UPI,3.7,No,October,Chennai,Returning
3036,48,Female,Clothing,1343.27,PayPal,4.9,No,April,Mumbai,Frequent
3037,60,Female,Books,518.19,Debit Card,4.9,Yes,July,Chennai,Returning
3038,20,Female,Electronics,1735.58,Cash on Delivery,2.2,No,December,Hyderabad,Frequent
3039,40,Female,Toys,1611.29,UPI,2.6,Yes,May,Kolkata,New
3040,20,Male,Grocery,1441.19,Credit Card,1.8,No,January,Mumbai,New
3041,29,Male,Home,399.23,Debit Card,3.2,No,August,Kolkata,Returning
3042,57,Female,Beauty,1196.95,UPI,2.7,Yes,June,Pune,Returning
3043,38,Female,Toys,1109.33,Credit Card,1.6,Yes,December,Pune,Frequent
3044,22,Male,Clothing,369.36,Cash on Delivery,2.4,No,December,Vijayawada,New
3045,38,Male,Grocery,454.6,Credit Card,1.2,Yes,January,Mumbai,Frequent
3046,41,Male,Beauty,1092.7,UPI,2.9,No,July,Vijayawada,Frequent
3047,32,Male,Clothing,1939.31,UPI,3.2,Yes,June,Hyderabad,New
3048,54,Male,Toys,1970.74,Credit Card,3.3,No,February,Hyderabad,Frequent
3049,51,Male,Electronics,908.23,Credit Card,2.6,No,December,Chennai,Returning
3050,43,Female,Books,1213.22,UPI,2.4,No,February,Delhi,Frequent
3051,30,Female,Electronics,952.91,Credit Card,3.3,No,January,Mumbai,Returning
3052,46,Male,Grocery,869.48,Credit Card,3.7,No,April,Hyderabad,New
3053,35,Female,Beauty,1831.11,UPI,4.3,Yes,March,Chennai,Frequent
3054,33,Male,Electronics,1187.26,Debit Card,2.4,No,March,Chennai,Returning
3055,44,Female,Toys,258.58,Debit Card,3.4,No,May,Pune,Frequent
3056,56,Female,Grocery,1231.48,Cash on Delivery,3.7,No,August,Delhi,Returning
3057,34,Female,Books,1323.19,Credit Card,1.3,Yes,December,Kolkata,Returning
3058,48,Female,Sports,213.29,Credit Card,3.9,Yes,April,Pune,Frequent
3059,33,Female,Books,660.71,Cash on Delivery,4.8,Yes,October,Mumbai,Frequent
3060,27,Female,Home,1151.23,Debit Card,2.1,Yes,February,Pune,New
3061,34,Female,Electronics,587.55,Credit Card,4.5,No,September,Kolkata,Returning
3062,56,Female,Grocery,1528.18,Credit Card,1.6,No,February,Delhi,Frequent
3063,53,Female,Books,347.04,UPI,3.1,Yes,July,Mumbai,New
3064,19,Female,Toys,1246.03,Debit Card,2.2,No,January,Kolkata,Frequent
3065,53,Male,Clothing,865.69,Credit Card,3.5,No,May,Hyderabad,Frequent
3066,20,Female,Home,1891.12,PayPal,4.2,Yes,February,Mumbai,Returning
3067,34,Male,Electronics,1296.01,PayPal,4.1,No,January,Chennai,Frequent
3068,54,Female,Electronics,846.09,PayPal,1.7,Yes,December,Delhi,Returning
3069,41,Female,Toys,940.45,Credit Card,2.2,No,August,Chennai,Returning
3070,37,Male,Clothing,741.7,PayPal,4.2,No,December,Delhi,New
3071,46,Female,Electronics,1166.33,PayPal,3.3,Yes,September,Pune,Frequent
3072,44,Female,Sports,187.75,PayPal,4.7,No,November,Hyderabad,Frequent
3073,22,Female,Grocery,1479.57,UPI,2.2,Yes,May,Bengaluru,Frequent
3074,59,Female,Home,350.66,UPI,4.3,Yes,December,Hyderabad,New
3075,48,Female,Home,431.63,PayPal,1.8,Yes,September,Hyderabad,New
3076,48,Male,Electronics,1899.99,Debit Card,1.1,No,March,Chennai,New
3077,57,Female,Home,682.18,UPI,3.6,No,January,Bengaluru,Frequent
3078,21,Male,Toys,633.39,UPI,4.1,No,February,Vijayawada,Frequent
3079,23,Male,Grocery,562.07,Cash on Delivery,2.1,No,November,Delhi,Returning
3080,38,Female,Home,969.22,Debit Card,2.6,Yes,July,Mumbai,New
3081,28,Male,Clothing,928.01,Credit Card,2.5,No,January,Pune,Frequent
3082,42,Female,Electronics,1199.19,UPI,4.0,Yes,May,Delhi,Returning
3083,57,Female,Electronics,1618.86,PayPal,3.6,Yes,September,Bengaluru,New
3084,34,Male,Clothing,1759.6,PayPal,4.3,No,October,Vijayawada,New
3085,58,Male,Home,1074.49,Cash on Delivery,1.5,Yes,March,Delhi,Returning
3086,41,Male,Sports,1513.16,Credit Card,2.6,Yes,May,Mumbai,Frequent
3087,54,Female,Toys,668.58,Debit Card,1.5,No,October,Hyderabad,New
3088,58,Female,Toys,125.03,Credit Card,2.2,No,June,Chennai,Frequent
3089,27,Female,Toys,1132.8,Credit Card,3.6,Yes,April,Hyderabad,New
3090,55,Male,Sports,698.72,UPI,3.5,No,November,Delhi,New
3091,47,Male,Grocery,1248.96,PayPal,2.7,No,October,Delhi,New
3092,41,Female,Grocery,512.77,Debit Card,2.5,No,December,Vijayawada,New
3093,48,Male,Books,200.07,Debit Card,1.2,No,December,Hyderabad,Returning
3094,40,Female,Toys,1129.96,Credit Card,1.8,No,May,Hyderabad,Frequent
3095,55,Female,Sports,270.62,PayPal,1.1,No,October,Vijayawada,Returning
3096,38,Female,Toys,1643.33,Debit Card,3.9,No,November,Chennai,Returning
3097,25,Male,Beauty,1774.86,UPI,2.1,No,December,Pune,New
3098,43,Female,Beauty,400.81,Credit Card,1.5,No,June,Vijayawada,Returning
3099,35,Male,Clothing,886.64,UPI,4.2,Yes,April,Hyderabad,New
3100,31,Male,Home,1815.0,UPI,4.0,No,November,Pune,Frequent
3101,51,Male,Home,1224.39,PayPal,2.6,Yes,April,Delhi,Frequent
3102,39,Male,Grocery,325.29,UPI,3.1,No,July,Kolkata,Returning
3103,36,Female,Grocery,996.08,Cash on Delivery,3.8,No,March,Chennai,Frequent
3104,30,Female,Sports,22.47,Debit Card,1.0,Yes,April,Pune,Frequent
3105,56,Male,Toys,1649.33,UPI,4.3,No,July,Kolkata,New
3106,49,Male,Grocery,1693.48,UPI,1.7,Yes,November,Delhi,New
3107,43,Male,Toys,577.16,Debit Card,3.2,Yes,March,Hyderabad,Returning
3108,25,Female,Sports,1571.15,PayPal,4.7,Yes,November,Bengaluru,Returning
3109,48,Female,Clothing,1632.48,Cash on Delivery,4.3,No,May,Bengaluru,Returning
3110,34,Male,Clothing,1523.71,Credit Card,1.7,Yes,August,Pune,Returning
3111,22,Male,Sports,976.55,UPI,3.5,No,May,Pune,Returning
3112,50,Male,Electronics,1975.28,UPI,4.0,No,April,Kolkata,New
3113,57,Female,Sports,1517.24,PayPal,2.5,Yes,January,Hyderabad,New
3114,23,Male,Sports,581.67,Credit Card,5.0,Yes,March,Vijayawada,Returning
3115,58,Male,Books,590.53,PayPal,4.2,Yes,January,Kolkata,Frequent
3116,50,Male,Clothing,1415.81,Credit Card,4.0,Yes,October,Kolkata,New
3117,57,Female,Home,305.05,PayPal,1.8,Yes,August,Vijayawada,Frequent
3118,32,Male,Toys,1171.52,Cash on Delivery,1.7,Yes,October,Mumbai,New
3119,34,Male,Books,1598.09,Credit Card,1.3,No,May,Hyderabad,Returning
3120,51,Male,Home,94.36,Credit Card,2.7,No,April,Chennai,Returning
3121,34,Female,Books,1749.67,Credit Card,4.3,Yes,December,Kolkata,Returning
3122,36,Female,Books,1108.24,Cash on Delivery,3.9,Yes,December,Vijayawada,Frequent
3123,34,Male,Toys,215.68,Cash on Delivery,1.8,Yes,June,Delhi,Frequent
3124,19,Male,Sports,1721.01,UPI,4.8,No,March,Bengaluru,Frequent
3125,19,Male,Electronics,778.23,Cash on Delivery,2.7,No,December,Vijayawada,Returning
3126,57,Female,Toys,1395.45,UPI,1.6,Yes,October,Bengaluru,Returning
3127,21,Male,Grocery,406.58,Debit Card,3.2,No,November,Vijayawada,Frequent
3128,50,Male,Home,411.81,PayPal,4.7,No,January,Vijayawada,New
3129,59,Female,Books,1060.22,PayPal,1.6,Yes,January,Bengaluru,Returning
3130,20,Male,Electronics,978.36,Cash on Delivery,2.7,Yes,May,Vijayawada,Returning
3131,25,Female,Sports,1625.42,Cash on Delivery,1.1,Yes,April,Vijayawada,Frequent
3132,57,Female,Home,230.84,Cash on Delivery,3.3,No,February,Pune,Returning
3133,55,Female,Grocery,868.9,Credit Card,4.2,Yes,June,Delhi,Frequent
3134,51,Female,Beauty,983.25,UPI,2.4,No,November,Kolkata,Returning
3135,20,Female,Clothing,738.88,Credit Card,2.8,No,April,Kolkata,Returning
3136,48,Female,Grocery,597.79,Credit Card,4.8,No,December,Bengaluru,Frequent
3137,29,Female,Sports,319.31,UPI,2.6,No,January,Kolkata,Returning
3138,44,Female,Clothing,1163.67,UPI,2.4,No,September,Kolkata,New
3139,24,Male,Toys,182.08,PayPal,4.7,Yes,October,Bengaluru,New
3140,29,Female,Beauty,1329.06,Cash on Delivery,3.2,Yes,May,Pune,Frequent
3141,50,Female,Books,631.29,Credit Card,1.1,No,October,Pune,Frequent
3142,51,Female,Beauty,796.42,PayPal,4.3,No,June,Pune,Returning
3143,55,Male,Grocery,1102.64,PayPal,3.3,Yes,August,Chennai,New
3144,52,Female,Electronics,865.48,PayPal,3.0,Yes,October,Chennai,New
3145,52,Female,Toys,651.29,Debit Card,3.5,No,November,Bengaluru,New
3146,30,Female,Books,964.65,Debit Card,4.8,No,November,Hyderabad,Returning
3147,23,Male,Grocery,573.26,Cash on Delivery,2.9,Yes,October,Mumbai,Returning
3148,44,Male,Electronics,643.44,PayPal,1.8,Yes,March,Vijayawada,New
3149,22,Female,Sports,1341.39,PayPal,3.2,No,November,Delhi,New
3150,33,Female,Toys,1149.68,Debit Card,2.8,No,June,Bengaluru,Returning
3151,41,Male,Clothing,1387.83,UPI,1.6,Yes,October,Delhi,New
3152,29,Male,Home,152.46,UPI,2.5,No,March,Kolkata,New
3153,31,Male,Beauty,732.4,Cash on Delivery,3.9,Yes,February,Mumbai,Frequent
3154,50,Female,Sports,78.78,PayPal,1.8,No,May,Kolkata,Frequent
3155,28,Male,Grocery,314.51,Credit Card,1.5,Yes,July,Bengaluru,Frequent
3156,25,Male,Clothing,491.36,Credit Card,1.1,Yes,April,Kolkata,Returning
3157,45,Male,Home,714.77,UPI,2.6,No,October,Hyderabad,Frequent
3158,55,Female,Beauty,346.88,Cash on Delivery,2.5,No,March,Chennai,Returning
3159,56,Female,Books,178.73,Debit Card,3.0,Yes,May,Delhi,Returning
3160,40,Male,Toys,263.24,Credit Card,4.6,No,October,Kolkata,New
3161,18,Male,Books,20.84,Debit Card,4.1,No,October,Delhi,Frequent
3162,31,Female,Electronics,1999.79,Cash on Delivery,4.0,Yes,May,Vijayawada,Returning
3163,25,Female,Sports,1221.31,UPI,4.8,No,April,Vijayawada,Returning
3164,35,Male,Sports,293.98,Credit Card,4.3,No,April,Hyderabad,New
3165,38,Female,Toys,565.83,Debit Card,4.3,No,December,Mumbai,Returning
3166,21,Male,Beauty,1320.28,Debit Card,4.7,Yes,June,Delhi,Returning
3167,19,Male,Electronics,1714.86,Debit Card,3.0,No,November,Pune,Frequent
3168,58,Male,Books,816.42,PayPal,4.8,Yes,August,Bengaluru,Frequent
3169,18,Male,Home,1261.3,Debit Card,2.7,Yes,December,Pune,Frequent
3170,53,Female,Toys,1642.78,UPI,4.7,No,December,Kolkata,New
3171,58,Female,Grocery,1787.68,Debit Card,2.7,No,October,Mumbai,Returning
3172,42,Male,Toys,1567.35,Debit Card,3.5,No,January,Bengaluru,Returning
3173,24,Male,Clothing,573.05,UPI,3.7,Yes,July,Mumbai,New
3174,18,Male,Sports,733.78,Cash on Delivery,4.3,No,May,Kolkata,New
3175,31,Female,Home,1099.35,PayPal,4.3,No,August,Mumbai,New
3176,45,Female,Sports,1430.79,Cash on Delivery,1.3,No,July,Pune,Returning
3177,44,Male,Clothing,1257.95,Debit Card,2.3,No,April,Kolkata,New
3178,33,Male,Sports,1254.93,PayPal,2.6,No,October,Pune,New
3179,31,Male,Books,890.37,PayPal,3.9,No,April,Chennai,Frequent
3180,49,Female,Grocery,1623.07,Debit Card,1.1,No,August,Vijayawada,New
3181,30,Male,Beauty,1229.74,Credit Card,4.8,No,May,Chennai,Frequent
3182,35,Male,Books,535.08,PayPal,3.6,No,July,Vijayawada,Frequent
3183,47,Female,Clothing,555.0,UPI,4.4,Yes,November,Hyderabad,Frequent
3184,47,Male,Home,646.06,PayPal,4.7,No,March,Kolkata,Frequent
3185,42,Male,Beauty,1540.4,PayPal,3.3,Yes,April,Kolkata,New
3186,56,Male,Home,1028.59,Debit Card,3.8,No,March,Vijayawada,Returning
3187,18,Male,Electronics,1373.08,Cash on Delivery,2.3,No,July,Mumbai,Frequent
3188,38,Male,Toys,1890.79,Cash on Delivery,1.7,No,June,Hyderabad,New
3189,18,Female,Beauty,1350.52,Cash on Delivery,1.4,Yes,December,Chennai,New
3190,36,Female,Electronics,639.5,PayPal,2.8,Yes,September,Bengaluru,Frequent
3191,42,Male,Sports,272.58,Debit Card,4.1,No,October,Vijayawada,Returning
3192,36,Female,Beauty,779.9,Cash on Delivery,3.3,Yes,September,Bengaluru,Frequent
3193,58,Male,Beauty,1340.48,PayPal,2.9,No,December,Chennai,Returning
3194,25,Female,Electronics,130.12,Credit Card,3.1,No,May,Pune,New
3195,59,Female,Sports,1508.18,PayPal,3.6,No,July,Chennai,Frequent
3196,54,Female,Beauty,1757.06,Cash on Delivery,4.4,No,March,Kolkata,New
3197,26,Male,Sports,1886.38,Cash on Delivery,3.5,No,November,Pune,Frequent
3198,57,Male,Books,75.04,PayPal,2.6,Yes,January,Bengaluru,Returning
3199,22,Male,Toys,498.57,Debit Card,3.6,Yes,January,Bengaluru,Returning
3200,53,Female,Clothing,1852.03,UPI,4.0,Yes,January,Hyderabad,New
3201,42,Female,Books,1225.15,UPI,3.6,No,September,Hyderabad,New
3202,37,Female,Clothing,909.53,Debit Card,3.3,No,September,Pune,New
3203,60,Female,Clothing,908.88,Cash on Delivery,2.4,Yes,December,Pune,Frequent
3204,54,Female,Sports,166.52,Cash on Delivery,3.6,Yes,June,Hyderabad,New
3205,50,Male,Home,1309.38,Cash on Delivery,2.6,Yes,March,Hyderabad,Frequent
3206,31,Male,Clothing,277.63,UPI,1.6,No,October,Delhi,Returning
3207,37,Male,Beauty,113.11,Cash on Delivery,4.8,Yes,September,Hyderabad,Frequent
3208,59,Female,Sports,559.57,Debit Card,3.3,Yes,September,Delhi,Frequent
3209,60,Female,Sports,548.22,Debit Card,3.5,Yes,March,Bengaluru,Frequent
3210,27,Female,Books,838.48,UPI,4.4,Yes,September,Vijayawada,New
3211,42,Female,Grocery,1325.84,Debit Card,2.2,No,November,Vijayawada,New
3212,59,Male,Grocery,575.53,PayPal,1.7,Yes,October,Pune,Frequent
